Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
52.62,Female,84.36,1.76,164.87,137.25,69.2,1.68,1308.38,Yoga,26.90164504,3.5,5.01,2.98,27.23,1.99,0.02,251.88,100.12,66.98,2285,Other,Breakfast,Paleo,8.63,1561.45,81.35,146.05,Grilled,10.45,87.04,4.32,Russian Twists,4.01,22.96,Improves flexibility,351.92,Calves,Box or Platform,Beginner,Back,Posterior,Crunches,27.2339876,2010.82,0.5010493232,1.186818397,0.7112992579,0.8324740705,976.62,61.66577225,1182.4512,9.04E+19,High
58.93,Female,59.66,1.76,193.79,120.64,52.98,1.72,1787.42,Cardio,21.52076364,2.7,5,2.99,19.26,3.03,0.01,201.78,80.95,53.99,1789,Other,Lunch,Vegetarian,34.91,2130.37,126.94,450.97,Baked,59.47,65.86,2.34,Deadlift,5.01,14.96,Strengthens core and improves mobility,337.04,Core,None or Dumbbells,Beginner,Legs,Upper,Chest flyes,19.26007231,1616.83,0.49919905,1.356855515,0.4805056459,0.6225295423,1.58,46.82071241,1159.4176,6.36E+19,Low
52.03,Female,59.98,1.71,169.37,151.06,58.16,1.24,1499.04,HIIT,21.92316157,2.02,2.97,1,20.51,2.04,-0.02,178.89,72.16,48.06,1648,Other,Lunch,Vegan,28.52,1033.56,161.98,423.53,Steamed,50.01,116.84,3.49,Plyo Squats,3,11.85,Improves posture and strengthens upper back,199.88,"Core, Shoulders, Hips",Resistance Band or Cable Machine,Advanced,Shoulders,Posterior,Decline dumbbell flyes,20.51229438,1436.74,0.4980441834,1.203067689,0.8353565327,0.8918934876,148.96,46.83048769,495.7024,8.94E+17,Low
30.75,Female,76.83,1.62,174.06,127.01,73.99,1.39,999.97,Yoga,28.9754494,2.29,3.97,1.99,29.28,1.99,1.99,312.47,125.01,83.31,2268,Other,Dinner,Balanced,42.56,1154.1,83.18,467.17,Steamed,18.18,28.11,2.27,Wall Angels,4,17.11,Strengthens lower abs,345.11,"Shoulders, Upper Back",Box or Platform,Advanced,Chest,Lower Chest,Barbell curls,29.27526292,2499.71,0.5000100012,1.62709879,0.5298291196,0.7296909112,1268.03,54.56816222,959.4058,7.71E+19,Medium
29.01,Male,58.43,1.61,197.67,121.65,72.05,1.2,1296,Strength,27.54594873,2.01,2.99,2,22.54,1.99,-0.01,220.02,87.44,58.56,1771,Other,Lunch,Balanced,9.75,312.81,4.53,433.09,Baked,51.03,26.98,2.89,Mountain Climbers,4,16.03,Improves balance and coordination,350.76,"Core, Lower Back",Pull-up Bar,Advanced,Shoulders,Quads,Dumbbell curls,22.54156861,1756.88,0.500933473,1.496491528,0.3948415857,0.6154196388,475,42.33490216,841.824,8.80E+19,High
39.14,Female,71.32,1.88,197.84,146.63,50.97,0.55,665.5,HIIT,23.9674933,2.21,1.99,1,20.18,3,0,256.52,101.44,67.94,1934,Other,Breakfast,Low-Carb,25.86,755.83,122.14,106.63,Fried,40.21,114.88,4.09,Deadlift,5.01,20.01,Improves posture and back strength,367.32,"Glutes, Hamstrings",Dumbbells or Barbell,Advanced,Shoulders,Wrist Flexors,Pull-ups,20.17881394,2043.3,0.5021680615,1.422321929,0.6513243004,0.7411544683,1268.5,54.22638378,404.052,1.28E+20,Very High
39.08,Male,55.58,1.71,183.69,147.75,59.11,1.96,2039.97,Cardio,20.39435029,2.7,5,3.01,19.01,3,-0.02,202.77,81.81,54.86,1656,Other,Snack,Vegetarian,7.24,1222.64,185.13,439.22,Raw,6.72,112.15,1.79,Bear Crawls,4,15.15,Targets obliques and improves core rotation,340.84,"Glutes, Hamstrings, Core",None or Dumbbell,Advanced,Forearms,Anterior,Plate pinch,19.00755788,1632.06,0.4969670233,1.47193235,0.7115106759,0.8043442757,-383.97,44.24482011,1336.0928,6.96E+19,Medium
38.16,Female,44.9,1.68,193.25,143.88,57.92,1.01,1092.62,Strength,20.66838612,2.42,2.98,2.02,15.91,3,0.02,282.8,113.61,75.84,1242,Other,Breakfast,Vegan,12.42,1212.06,4.43,343.83,Fried,57.72,117.79,3.2,Tricep Extensions,3.98,17.95,Improves core stability and balance,338.1,"Triceps, Chest",Low Bar or TRX,Beginner,Legs,Posterior,Chest flyes,15.90844671,2268.2,0.4987214531,2.530289532,0.6351880588,0.7445278137,149.38,35.61989463,682.962,6.52E+19,Medium
26.29,Female,59.21,1.51,181.25,128.96,71.25,1.69,2420.42,HIIT,24.98062256,2.71,4.97,3.02,25.97,4.01,-0.02,180.13,72.39,48.72,1872,Other,Snack,Paleo,43.55,1533.61,81.34,126.35,Baked,59.59,40.34,4.3,Resistance Band Pull-Aparts,4.98,19.97,Builds lower body power and endurance,355.43,Core,"Bench, Barbell",Beginner,Legs,Grip Strength,Incline dumbbell flyes,25.96815929,1448.56,0.4974043188,1.222597534,0.5246363636,0.7115034483,-548.42,44.41897338,1201.3534,9.81E+19,High
26.92,Male,87.68,1.63,182.88,135.14,73.97,1.75,2052.22,Strength,29.90042295,3.5,4.99,3.03,33,4.01,3.99,410.38,163.87,109.15,2558,Other,Dinner,Balanced,7.53,1514.17,99.7,108.68,Boiled,13.91,21.75,3.57,Step-ups,3.99,23.18,Improves hip power and cardiovascular fitness,372.07,"Chest, Triceps, Shoulders",None or Dumbbell,Advanced,Shoulders,Lats,Leg raises,33.00086567,3279.35,0.5005626115,1.868955292,0.5616564136,0.7389545057,505.78,61.46330916,1302.245,1.43E+20,Very High
45.05,Male,63.63,1.54,199.17,133.28,58.05,1.66,1727.73,Cardio,29.04226822,2.71,3.99,3.01,26.83,2.98,0.02,223.1,89.45,59.04,1918,Other,Snack,Vegetarian,27.1,1515.19,280.84,424.7,Raw,40.6,80.4,4.39,Lateral Raises,4,25,Targets biceps and forearms,368.48,Shoulders,Parallel Bars or Chair,Intermediate,Chest,Upper,Barbell squats,26.82998819,1781.56,0.5009093154,1.405783435,0.5330924036,0.6691770849,190.27,45.15040473,1223.3536,1.32E+20,Very High
58.04,Female,109.54,1.91,197.5,156.16,55.87,1.48,1065.6,Yoga,30.72971439,2.22,3.02,2,30.03,3.01,0,306.96,122.84,81.67,2956,Other,Dinner,Vegan,15.4,109.15,31.29,392.99,Steamed,7.55,62.15,1.9,Decline Push-ups,4.98,15.91,Improves unilateral leg strength and balance,357.61,"Upper Chest, Triceps",Pull-up Bar,Advanced,Back,Wrist Extensors,Leg curls,30.02658918,2454.23,0.5002954083,1.121416834,0.708112688,0.7906835443,1890.4,75.87867086,1058.5256,1.03E+20,High
56.29,Female,125.88,1.86,196.94,129.1,63.86,1,960.8,Cardio,35,2.2,3.04,2.01,36.39,2.99,0,298.21,120.07,79.45,3424,Other,Breakfast,Low-Carb,39.98,1286.81,251.92,312.73,Steamed,47.66,13.73,2.87,Face Pulls,4,15.05,Builds lower body power and endurance,366.43,"Quadriceps, Glutes",Bench or Chair,Advanced,Arms,Lower Chest,Dumbbell front raises,36.38570933,2388.17,0.4994786803,0.9538449317,0.4902314397,0.6555296029,2463.2,81.822,732.86,1.26E+20,Very High
50.13,Female,70.32,1.68,186.97,161.25,70.19,1.16,1147.36,Strength,29.25252977,2.51,1.98,1,24.91,3,0.02,298.86,119.65,80.16,1861,Other,Snack,Balanced,20.54,927.21,7.93,327.28,Baked,46.14,62.35,1.37,Prone Cobras,2.99,11.87,Targets lower chest,259.05,"Upper Chest, Triceps",None or Dumbbells,Intermediate,Chest,Posterior,Triceps dips,24.91496599,2395.48,0.4990398584,1.701507395,0.7797568077,0.8624378242,713.64,49.74962107,600.996,7.41E+18,Low
56.77,Male,85.56,1.69,189.23,132.57,50.08,1.77,1842.22,Cardio,28.59816727,3.49,5,3.01,29.96,3.01,-0.02,200.87,80.59,53.75,2366,Other,Snack,Keto,11.46,322.63,277.93,361.5,Grilled,55.34,54.96,1.81,Burpees,5.02,23.99,Strengthens lower abs and hip flexors,346.69,"Back, Hamstrings, Glutes",Cable Machine or Resistance Band,Advanced,Chest,Lats,Crunches,29.95693428,1609.59,0.4991830218,0.9419121085,0.5928135106,0.7005760186,523.78,61.09140809,1227.2826,8.00E+19,Medium
33.93,Female,64.38,1.78,169.13,144.15,63.97,1.33,1438.79,Strength,22.68075383,1.79,4.02,2.02,20.32,2.98,0,211.62,84.99,57.28,1731,Other,Snack,Vegetarian,12.74,1487.92,167.3,488.42,Raw,8.11,118.32,0.99,Pull-ups,3.99,23.06,Targets obliques and improves core rotation,364.26,"Lower Back, Glutes",Kettlebell,Beginner,Forearms,Posterior,Military press,20.31940412,1701.96,0.4973559896,1.320130475,0.7624572081,0.8523029622,292.21,49.77813069,968.9316,1.20E+20,Very High
18.77,Male,60.51,1.59,183.97,127.79,53.03,1.15,1012.92,Cardio,27.30236728,2.21,2.04,1.01,23.93,1.99,-0.05,201.97,81.36,54.63,1615,Other,Snack,Balanced,37.38,1822.76,267.53,491.62,Steamed,40.1,109.75,2,Shoulder Press,2.99,8.11,Targets biceps and forearms,249.64,Calves,Cable Machine,Advanced,Chest,Anterior,Concentration curls,23.93497093,1624.99,0.4971599825,1.344571145,0.570948526,0.6946241235,602.08,43.98933756,574.172,5.48E+18,Low
28.33,Female,69.13,1.58,181.99,134.58,49.9,1.49,1073.69,Yoga,28.50902647,2,2.98,2.01,27.69,3,1.01,254.78,101.9,68.03,1995,Other,Breakfast,Vegan,2.95,1377.13,153.72,205.51,Grilled,35.01,22.14,4.72,Push-ups,5,24,Builds explosive power,335.25,"Lower Abs, Hip Flexors",Dumbbells,Beginner,Abs,Middle,Dumbbell flyes,27.6918763,2038.99,0.4998160854,1.474034428,0.6410780528,0.7394911808,921.31,49.42171,999.045,6.08E+19,Low
31.96,Male,97.49,1.96,188.46,137.25,49.93,1.36,1467.58,Strength,26.50229069,3.4,3.01,1.99,25.38,3,0.98,276.79,109.74,73.73,2502,Other,Snack,Keto,12.48,158.78,216.12,401.47,Boiled,7.09,5.58,4.41,Squats,5.01,18.99,Improves cardiovascular fitness,371.13,"Shoulders, Upper Back",Bench or Chair,Beginner,Abs,Lats,Decline dumbbell press,25.3774469,2209.69,0.5010476583,1.125653913,0.6303327799,0.7282712512,1034.42,71.65291681,1009.4736,1.40E+20,Very High
38.76,Male,85.97,1.82,191.07,160.06,72.1,1.96,2807.11,HIIT,28.14838497,3.5,5.03,3.02,25.95,3,3,250.06,99.54,66.37,2466,Other,Lunch,Keto,31.49,967.13,195.57,416.48,Raw,58.1,33.96,3.8,Box Jumps,4.99,16.07,Strengthens lower abs and hip flexors,340.61,"Full Body, Core, Shoulders",Bench or Step,Intermediate,Abs,Upper,Plate pinch,25.95399106,1995.73,0.5011900407,1.15784576,0.7393460536,0.8377034595,-341.11,61.77083344,1335.1912,6.93E+19,Medium
36.52,Male,56,1.57,182.37,123.02,52.99,0.97,961.17,Strength,28.37355837,2.42,2.02,1.01,22.72,2.01,1,208.63,83.47,54.99,1433,Other,Breakfast,Low-Carb,20.37,2001.7,222.22,239.06,Roasted,8.77,23,2.2,Rows,4.01,25.05,Improves posture and back strength,340.72,"Upper Back, Rear Deltoids",None or Dumbbells,Advanced,Chest,Middle,Wrist extension,22.7189744,1663.31,0.5017224691,1.490535714,0.5412737672,0.6745627022,471.83,40.11080732,660.9968,6.94E+19,Medium
52.85,Male,47.69,1.76,163.96,149.27,74.17,1.06,1399.2,HIIT,19.11986565,1.5,3.99,2,15.4,4.01,0.01,295.15,118.76,79.09,1410,Other,Snack,Vegan,30.5,1682.65,149.42,273.04,Raw,51.66,118.42,3.69,Kettlebell Swings,5.02,17.11,Improves lower back strength,344.91,"Chest, Triceps, Shoulders",Bench or Chair,Beginner,Back,Grip Strength,Lateral raises,15.39579029,2367.45,0.4986800144,2.490249528,0.8363960352,0.9104049768,10.8,38.57173607,731.2092,7.67E+19,Medium
18,Female,64.01,1.63,161.7,120.44,73.06,0.66,580.8,Cardio,26.84321536,2.19,3.01,1,24.09,3,-0.01,214.64,85.59,57.27,1758,Other,Lunch,Vegan,43.07,2069.47,4.82,396.21,Boiled,5.6,48.41,2.37,Push-ups,4,24.97,Improves posture and strengthens upper back,359.03,"Upper Chest, Triceps",Bench or Sturdy Surface,Intermediate,Abs,Wrist Flexors,Leg raises,24.0919869,1716.35,0.5002243132,1.337134823,0.5345216606,0.7448361163,1177.2,46.82765785,473.9196,1.06E+20,High
18,Female,62.43,1.59,190.02,161.38,50.38,1.23,1180.8,Cardio,26.63581173,2.18,4.01,2,24.69,3.01,0,217.52,86.76,58.54,1857,Other,Lunch,Keto,15.12,1253.85,212.37,295.27,Baked,53.46,106.89,2.16,Kettlebell Swings,5,17.97,Builds calf muscles,341.52,"Chest, Triceps",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Extensors,Preacher curls,24.69443456,1743.98,0.498904804,1.389716482,0.7949011744,0.8492790233,676.2,45.80126274,840.1392,7.08E+19,Medium
43.69,Female,42.16,1.66,172.79,134.26,53.17,0.73,481.8,Yoga,21.13820341,1.88,2.01,1,15.3,3.03,0.03,332.81,133.7,88.57,1142,Other,Dinner,Keto,7.39,927.13,79.46,474.44,Steamed,55.85,85.58,4.31,Bird Dogs,4,20.03,Builds unilateral leg strength and balance,335.87,"Back, Core, Shoulders",Box or Platform,Beginner,Abs,Triceps,Lateral raises,15.29975323,2663.17,0.4998704551,3.171252372,0.6778966728,0.7770125586,660.2,33.24813344,490.3702,6.18E+19,Low
30.47,Male,87.22,1.69,185.09,129.92,64.85,1.74,1810.99,Cardio,29.38181982,3.51,4.01,3.01,30.54,3,4,293.13,116.49,78.24,2619,Other,Dinner,Low-Carb,29.7,1928.82,61.55,153.18,Roasted,11.15,10.84,1.87,Plyometric Push-ups,5,17.96,Builds lower body power,343.62,"Chest, Triceps",Barbell,Advanced,Shoulders,Triceps,Bent-over lateral raises,30.53814642,2342.64,0.5005122426,1.335588168,0.5411676647,0.7019287914,808.01,61.59317675,1195.7976,7.44E+19,Medium
36.85,Male,76.15,1.82,191.78,120.66,50.15,1.49,1431.59,Cardio,26.70870757,2.8,3.98,2.01,22.99,3.02,0.03,190.36,76.31,50.8,1891,Other,Snack,Vegan,2.45,2418.4,109.9,331.8,Grilled,39.98,60.13,2.42,Seated Rows,4.02,18.95,Strengthens triceps and chest,343.73,"Quadriceps, Hamstrings, Glutes",Barbell,Beginner,Abs,Wrist Extensors,Triceps dips,22.98937326,1523.88,0.4996718902,1.002101116,0.4978465014,0.6291584107,459.41,55.81131919,1024.3154,7.46E+19,Medium
18.8,Female,127.92,1.92,184.44,168.17,69.96,1.26,1211.62,Cardio,32.13748244,3,3.99,2.02,34.7,2.99,0,233.71,93.24,61.85,3376,Other,Breakfast,Paleo,17.72,2486.74,265.81,211.02,Steamed,40.98,19.66,1.81,Calf Raises,4.01,16.91,Builds explosive power,342.75,Core,Pull-up Bar,Beginner,Abs,Quads,Barbell curls,34.70052083,1864.45,0.5014025584,0.7288930582,0.8578791055,0.911787031,2164.38,86.80973246,863.73,7.29E+19,Medium
24.11,Male,58.82,1.76,189.09,129.86,72.93,0.63,415.42,Yoga,23.04219994,1.69,3.04,1,18.99,2.99,4,296.4,119.17,79.57,1760,Other,Snack,Vegetarian,6.13,899.07,125.65,396.65,Roasted,58.11,95.88,4.02,Calf Raises,5,21.06,Improves balance and coordination,339.54,"Upper Back, Rear Deltoids",Bench or Chair,Advanced,Abs,Lateral,Concentration curls,18.98889463,2378.41,0.4984842815,2.026011561,0.4900998623,0.6867629171,1344.58,45.26657799,427.8204,6.75E+19,Medium
41.04,Female,82.17,1.66,176.8,138.34,74.12,1.98,2060.78,Cardio,30.28477658,3.5,4.99,3.01,29.82,3.99,2.02,265.42,106.58,71.22,2327,Other,Snack,Vegan,45.23,591.33,78.78,222.77,Roasted,27.89,5.72,3.1,Dragon Flags,4.01,14.98,Builds explosive upper body power,346.59,"Upper Back, Rear Deltoids",Resistance Band or Cable Machine,Beginner,Shoulders,Wrist Flexors,Leg curls,29.81927711,2128.98,0.4986801191,1.297067056,0.6254382548,0.7824660633,266.22,57.28499908,1372.4964,7.98E+19,Medium
42.15,Female,60.3,1.74,194.87,140.88,52.12,1.79,2097.52,Strength,20.86606096,2.69,5.02,3.02,19.92,2.99,-0.03,201.73,80.56,53.87,1844,Other,Snack,Keto,34.93,2080.29,206.99,428.49,Boiled,9.22,19.88,1.18,Plyometric Push-ups,5,15.99,Improves posture and strengthens upper back,364.54,Full Core,Parallel Bars or Chair,Advanced,Shoulders,Anterior,Plate pinch,19.91676576,1613.99,0.4999535313,1.335986733,0.6217863398,0.7229435008,-253.52,47.71776524,1305.0532,1.21E+20,Very High
28.23,Male,79.51,1.59,180.81,130.24,54.05,1.48,1950.34,HIIT,32.37572248,1.51,3.02,1.98,31.45,1.98,0.06,207.92,83.89,56.62,2204,Other,Lunch,Paleo,17.69,163.98,175.8,289.93,Raw,10.4,95.71,1.51,Dead Bugs,5,16.05,Builds calf muscles,359.58,"Core, Shoulders, Legs",Parallel Bars or Chair,Intermediate,Legs,Anterior,Triceps dips,31.45049642,1676.82,0.4959864505,1.05508741,0.6010571158,0.7203141419,253.66,53.76806305,1064.3568,1.08E+20,High
53.32,Female,55.68,1.55,170.93,140.91,53.96,1.13,814.28,Yoga,23.80288036,1.8,3.98,2.01,23.18,2.02,0,218.11,86.97,57.62,1686,Other,Snack,Vegetarian,39.62,1265.94,117.13,208.38,Boiled,39.11,9.17,1.67,Glute Bridges,5,23.99,Targets upper chest,331.29,"Core, Obliques",Bench or Step,Advanced,Arms,Lower Chest,Plate pinch,23.17585848,1738.9,0.5017194778,1.561961207,0.7433529965,0.8243725502,871.72,42.42655622,748.7154,5.52E+19,Low
43.07,Male,66.62,1.85,169.95,121.09,58.27,1.18,1038.4,Cardio,20.62554946,3.2,1.98,1,19.47,2.99,1.01,294.52,116.97,78.33,1625,Other,Dinner,Paleo,18.37,2220.22,103.57,440.52,Grilled,11.29,69.08,1.42,Calf Raises,5.01,23.97,Targets upper chest,368.93,"Lower Back, Glutes",Resistance Band or Cable Machine,Intermediate,Shoulders,Grip Strength,Incline cable crossovers,19.46530314,2350.93,0.5011123258,1.755779045,0.5625,0.7125036776,586.6,52.87925895,870.6748,1.33E+20,Very High
26.92,Male,103.9,1.68,162.06,134.87,61.98,1.29,1239.43,Cardio,34.33074086,3.48,3.03,2.01,36.81,4.01,2.02,303.62,121.46,81.55,2877,Other,Snack,Balanced,46.8,873.33,259.53,299.74,Fried,17.03,22.53,2.17,Inverted Rows,3.98,15.07,Improves shoulder health and posture,351.72,"Quadriceps, Calves, Glutes",Barbell,Intermediate,Forearms,Posterior,Hammer curl,36.81264172,2434.27,0.4989093239,1.169008662,0.7283173461,0.8322226336,1637.57,68.23036025,907.4376,9.00E+19,High
43.35,Male,82.51,1.95,181.1,159.89,69.97,1.89,2206.2,Strength,26.18143017,3.5,5.01,2.97,21.7,4.01,-0.02,278.15,112.06,74.19,2381,Other,Dinner,Vegan,40.48,2464.16,99.44,163.75,Baked,56.98,43.26,1.47,Lateral Raises,4,20.91,Builds unilateral leg strength and balance,337.98,"Lower Back, Glutes",None or Dumbbells,Intermediate,Shoulders,Anterior,Bicycle crunches,21.69888231,2228.55,0.4992483902,1.358138407,0.8091424458,0.8828823854,174.8,60.90770197,1277.5644,6.50E+19,Medium
40.03,Female,62.99,1.53,197.11,142.95,73.33,1.93,1507.72,Yoga,28.83336055,2.7,5.03,3.02,26.91,4.01,3,365.05,146.28,97.25,1952,Other,Breakfast,Low-Carb,27.35,2373.55,214.36,295.64,Steamed,22.37,58.76,4.22,Lat Pulldowns,5.01,23.02,Strengthens lower abs,357.99,"Core, Obliques","Bench, Barbell",Intermediate,Abs,Triceps,Bird dog,26.90845401,2920.57,0.4999708961,2.322273377,0.5624495072,0.7252295672,444.28,44.82786619,1381.8414,1.04E+20,High
41.29,Male,43.56,1.77,181.94,165.14,58.1,1.2,792.72,Yoga,18.55093516,1.6,3.01,1.01,13.9,2,0.01,275.13,111.49,74.23,1264,Other,Snack,Keto,47.45,334.13,293.4,465.82,Roasted,16.11,80.32,1.8,Plyo Squats,2.99,12.03,Builds back strength,164.77,"Upper Chest, Triceps",Step or Box,Advanced,Shoulders,Lower,Bicep Curls,13.90405056,2214.55,0.4969497189,2.559458219,0.8643410853,0.9076618665,471.28,35.47921264,395.448,1.85E+17,Low
19.32,Male,73.18,1.79,177.33,124.77,60.96,0.82,541.2,Yoga,21.10685279,1.62,2.98,1,22.84,3,-0.03,218.96,88.29,58.24,2062,Other,Breakfast,Vegetarian,5.17,1170.78,248.88,364.25,Boiled,11.84,43.9,1.14,Bicycle Crunches,4.01,24.97,Targets lower abs,332.18,"Core, Lower Back",Low Bar or TRX,Advanced,Abs,Triceps,Concentration curls,22.83948691,1753.16,0.499577905,1.20647718,0.5483372003,0.7036034512,1520.8,57.73400513,544.7752,5.64E+19,Low
30,Male,51.78,1.74,174.2,150.11,64.2,1.09,784.8,Yoga,24.92564864,2,3,2,17.1,2.98,0.05,237.92,94.96,62.69,1524,Other,Breakfast,Balanced,7.87,2292.03,38.56,496.8,Baked,35.78,104.36,1.67,Thrusters,4.98,15.99,Targets obliques and improves core rotation,332.85,"Legs, Shoulders, Core",Pull-up Bar,Intermediate,Chest,Upper,Bird dog,17.10265557,1895.73,0.5020124174,1.833912708,0.781,0.8617106774,739.2,38.87349914,725.613,5.74E+19,Low
51.69,Female,70.91,1.72,193.87,143.13,65.98,1.31,1732.08,HIIT,27.33075025,2.61,3,2.02,23.97,2.99,0.02,231.65,92.08,61.08,1946,Other,Dinner,Keto,18.94,289.93,234.47,152.4,Raw,22.77,94.62,1.32,Russian Twists,5,18.95,Enhances full-body coordination and stability,335.2,"Shoulders, Triceps",None or Dumbbell,Beginner,Arms,Lower Chest,Barbell hip thrusts,23.96903732,1844.64,0.5023202359,1.298547455,0.6032527954,0.7382782277,213.92,51.529765,878.224,6.08E+19,Low
32.54,Female,62.21,1.63,190.31,160.86,58.16,1.68,2400.55,HIIT,25.79204979,2.69,5.02,2.99,23.41,3.01,0,217.93,87.58,57.79,1806,Other,Lunch,Paleo,36,1467.86,163.95,319.46,Grilled,5.24,44.62,3,Pull-ups,4,18.92,Full body workout,330.95,"Lower Abs, Hip Flexors",Wall,Intermediate,Legs,Upper,Incline dumbbell flyes,23.41450563,1742.15,0.5003702322,1.407812249,0.7771471812,0.8452524828,-594.55,46.16476582,1111.992,5.48E+19,Low
21.87,Female,51.25,1.59,196.92,139.06,66.12,1.28,1382.4,Strength,24.91711151,1.8,3.07,2,20.27,3,-0.01,201.46,79.89,53.95,1252,Other,Lunch,Paleo,37.21,1836.59,17.25,304,Boiled,43.33,15.17,3.24,Pull-ups,5,21.98,Targets lower abs,331.62,"Back, Core, Shoulders",Bench or Chair,Beginner,Shoulders,Quads,Leg curls,20.27214113,1610.95,0.5002265744,1.558829268,0.5576452599,0.7061750965,-130.4,38.47998035,848.9472,5.57E+19,Low
45.08,Female,51.38,1.65,170.2,136.15,50.08,1.44,1266.05,Cardio,23.58927483,2.29,2,1,18.87,3,0.01,233.19,93.15,61.59,1430,Other,Breakfast,Vegan,10.68,1454.39,247.46,151.88,Fried,38.99,30.06,4.56,Leg Press,3.99,22.98,Builds unilateral leg strength,335.22,Triceps,Kettlebell,Intermediate,Shoulders,Grip Strength,Bird dog,18.87235996,1859.67,0.5015728597,1.812962242,0.7165334665,0.7999412456,163.95,39.25983059,965.4336,6.08E+19,Low
34.09,Male,66.37,1.62,199.27,163.97,55.91,0.8,792.72,Strength,26.57930595,2.19,2,1.01,25.29,3.02,0.01,208.16,83.98,55.66,1692,Other,Snack,Balanced,37.33,1702.05,231.48,215.75,Baked,11.09,114.34,4.9,Flutter Kicks,4.98,15.08,Strengthens core and improves mobility,347.56,"Glutes, Hamstrings, Core",Barbell,Beginner,Arms,Anterior,Incline cable crossovers,25.28959,1669.5,0.4987361485,1.265330722,0.7537667411,0.822853415,899.28,48.72931464,556.096,8.17E+19,Medium
58.17,Male,109.07,1.91,197.8,155.84,55.87,1.48,1067.38,Yoga,27.77303969,2.2,3,2.02,29.9,2.99,-0.02,305.8,122.92,82.09,2768,Other,Breakfast,Paleo,15.65,84.57,29.85,390.55,Boiled,8.22,61.13,1.92,Burpees,4.98,15.91,Builds chest strength,357.3,"Core, Shoulders, Legs",None or Dumbbells,Advanced,Abs,Lats,Barbell rows,29.897755,2453.69,0.4985144823,1.126982672,0.7043613049,0.7878665319,1700.62,78.77794561,1057.608,1.02E+20,High
45.59,Male,48.5,1.64,167.88,159.47,67.08,1.25,1352.25,Strength,26.83565657,2.48,4.01,2.02,18.03,3,-0.02,219.37,87.46,58.36,1372,Other,Snack,Low-Carb,25.53,2341.19,54.08,370.22,Grilled,8.55,21.18,2.48,Flutter Kicks,5,24.9,Improves core stability and balance,348.02,"Shoulders, Upper Back",Cable Machine,Beginner,Arms,Lateral,Hammer curls,18.03242118,1752.56,0.5006847126,1.803298969,0.9165674603,0.9499046938,19.75,35.48470656,870.05,8.26E+19,Medium
25.05,Female,64.4,1.71,179,167.15,60.91,1.12,1355.2,HIIT,21.37067358,1.79,3,1,22.02,3,-0.04,208.82,82.8,55.86,1688,Other,Lunch,Paleo,7.31,1430.32,110.17,208.07,Baked,57.05,71.78,3.2,Shoulder Press,5,14.95,Targets biceps and forearms,340.71,"Triceps, Chest",Dumbbells,Intermediate,Legs,Upper,Leg raises,22.02387059,1669.22,0.5004013851,1.285714286,0.8996528072,0.9337988827,332.8,50.63728622,763.1904,6.94E+19,Medium
37.35,Female,54.63,1.57,170.31,150.23,61.93,1.31,1298.08,Strength,27.02522772,2.42,3,1.01,22.16,3.01,-0.01,204.42,82.01,54.55,1576,Other,Dinner,Vegan,0.28,330.97,129.42,217.49,Steamed,55.66,66.3,1.39,Frog Jumps,5,20.96,Improves core rotation strength,344.03,"Upper Back, Rear Deltoids",Barbell,Advanced,Back,Wrist Extensors,Wrist extension,22.16317092,1636.67,0.4995997971,1.501189822,0.8147259642,0.8820973519,277.92,39.8661181,901.3586,7.52E+19,Medium
54.23,Female,50.32,1.61,187.99,156.71,66.74,1.49,1806.18,HIIT,24.75825435,2.69,1.98,1.02,19.41,2,0.99,312.49,124.84,83.15,1231,Other,Breakfast,Low-Carb,26.3,1202.2,159.34,457.51,Boiled,13.68,64.02,1.52,Bulgarian Split Squats,3,9.9,Improves core stability and balance,289.17,"Shoulders, Triceps",Bench or Step,Advanced,Forearms,Wrist Flexors,Cable crossovers,19.4128313,2497.67,0.5004504198,2.480922099,0.7420206186,0.8336081706,-575.18,37.86164641,861.7266,1.82E+19,Low
